"ulb","applicationno","businessservice","createdtime","applicationdate","status","approvalno","approvaldate","createdby"
"Sambalpurdevelopmentauthority","BP-SDA-2022-02-09-000769","BPA1","2022-02-09",NULL,"INITIATED",NULL,NULL,"ffb36ccf-e21b-4ea4-88d4-e27e324d9991"
"Bhubaneswar","BP-BMC-2022-02-01-000620","BPA2","2022-02-01",NULL,"INITIATED",NULL,NULL,"c5bb7d91-661a-4f68-b7fd-576f92752182"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001927","BPA1","2022-03-24",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"5a107bdc-9c90-41cd-96af-4919360c7eaf"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-05-005767","BPA1","2022-07-05",NULL,"INPROGRESS",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001307","BPA1","2022-03-02",NULL,"PENDING_APPL_FEE",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampur","BP-BAM-2022-07-11-006000","BPA1","2022-07-11",NULL,"INITIATED",NULL,NULL,"2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Berhampur","BP-BAM-2022-05-06-003306","BPA1","2022-05-06",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswar","BP-BMC-2022-05-12-003545","BPA1","2022-05-12",NULL,"INITIATED",NULL,NULL,"ea559cec-6534-44be-ac32-3fe158dfd131"
"Berhampur","BP-BAM-2022-02-17-000937","BPA1","2022-02-17","2022-02-17","APPROVED","BP/BAM/000057","2022-03-05","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-22-005011","BPA4","2022-06-22",NULL,"INITIATED",NULL,NULL,"3910b1ae-6308-4c40-b8ef-92aeb55c91b4"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-21-001029","BPA1","2022-02-21","2022-02-21","APPROVED","BP/BDA/000079","2022-03-30","01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswar","BP-BMC-2022-02-11-000805","BPA1","2022-02-11",NULL,"INITIATED",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-26-001206","BPA3","2022-02-26",NULL,"INITIATED",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Berhampur","BP-BAM-2022-02-11-000817","BPA1","2022-02-11","2022-02-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-03-12-001639","BPA1","2022-03-12",NULL,"INITIATED",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Bhubaneswar","BP-BMC-2022-03-04-001360","BPA1","2022-03-04",NULL,"INITIATED",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Berhampur","BP-BAM-2022-01-08-000287","BPA1","2022-01-08","2022-01-08","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-01-13-000337","BPA1","2022-01-13","2022-02-12","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-03-04-001380","BPA3","2022-03-04",NULL,"INITIATED",NULL,NULL,"0d2957d0-4736-4b49-8640-1605e5d0a041"
"Berhampur","BP-BAM-2022-01-08-000290","BPA1","2022-01-08","2022-01-08","APPROVED","BP/BAM/000032","2022-02-01","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-07-15-006165","BPA1","2022-07-15","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL,"5746f532-ed5d-4d70-855f-0d483063a74e"
"Berhampur","BP-BAM-2022-02-08-000742","BPA1","2022-02-08",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-30-002041","BPA3","2022-03-30",NULL,"INITIATED",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Rourkela","BP-RRK-2022-01-29-000583","BPA2","2022-01-29",NULL,"INITIATED",NULL,NULL,"2147889d-7bfe-4171-8cbb-b6b88cdef706"
"Cuttack","BP-CTC-2022-07-23-006471","BPA1","2022-07-23","2022-07-23","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"8cfc0d3f-fe1c-4e29-b551-aa166e33a7ed"
"Rourkela","BP-RRK-2021-12-15-000197","BPA1","2021-12-15",NULL,"APPROVED","BP/RRK/000034","2022-02-02","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Berhampur","BP-BAM-2022-01-08-000286","BPA1","2022-01-08","2022-01-08","APPROVED","BP/BAM/000030","2022-01-29","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-01-08-000291","BPA2","2022-01-08","2022-01-08","APPROVED","BP/BAM/000036","2022-02-03","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-03-04-001361","BPA1","2022-03-04",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Berhampur","BP-BAM-2022-01-01-000238","BPA1","2022-01-01","2022-01-02","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"c04c57d6-db6b-4304-bf19-789cfc1a3924"
"Berhampurdevelopmentauthority","BP-BED-2022-05-07-003308","BPA1","2022-05-07",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswar","BP-BMC-2022-05-11-003485","BPA2","2022-05-11",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001274","BPA1","2022-03-02",NULL,"INITIATED",NULL,NULL,"2173a317-0ee2-4564-9ca8-5066ffabfdab"
"Bhubaneswar","BP-BMC-2022-03-02-001310","BPA2","2022-03-02","2022-03-03","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3bb72028-ecec-4a2d-91ea-ea47654098d8"
"Jatni","BP-JTN-2022-03-05-001392","BPA1","2022-03-05","2022-03-07","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"b9f774ac-4c80-4778-aec4-7eef0346bcd0"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-24-001928","BPA1","2022-03-24",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"5a107bdc-9c90-41cd-96af-4919360c7eaf"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-22-004991","BPA2","2022-06-22",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-04-19-002611","BPA1","2022-04-19",NULL,"INITIATED",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswar","BP-BMC-2022-03-05-001393","BPA1","2022-03-05",NULL,"PENDING_APPL_FEE",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-12-003546","BPA1","2022-05-12",NULL,"INITIATED",NULL,NULL,"6f189741-69e7-4de4-bde1-66b1c3515d2c"
"Berhampurdevelopmentauthority","BP-BED-2022-03-09-001515","BPA1","2022-03-09","2022-03-09","APPROVED","BP/BED/000087","2022-04-03","4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-05-05-003249","BPA1","2022-05-05","2022-05-06","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0e1f673f-05d2-4a92-bc11-3b9269cd5afd"
"Berhampur","BP-BAM-2022-04-24-002822","BPA1","2022-04-24",NULL,"INPROGRESS",NULL,NULL,"fb90b607-8109-42ff-badb-47b1641842b2"
"Berhampurdevelopmentauthority","BP-BED-2022-02-05-000691","BPA1","2022-02-05",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Berhampur","BP-BAM-2022-03-04-001364","BPA1","2022-03-04",NULL,"INITIATED",NULL,NULL,"0b238455-8f3f-4323-b61d-99a330e6cc00"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-21-004968","BPA2","2022-06-21","2022-06-24","FIELDINSPECTION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Rourkela","BP-RRK-2021-11-12-000150","BPA2","2021-11-12","2021-11-16","APPROVED","BP/RRK/000246","2022-06-13","5219da3d-c74f-4c1e-b68f-d1dbe4df5fda"
"Berhampur","BP-BAM-2022-06-11-004588","BPA1","2022-06-11","2022-06-11","APPROVED","BP/BAM/000401","2022-07-19","9130547b-3a6b-4929-a740-83de41fa99a4"
"Berhampur","BP-BAM-2022-02-27-001212","BPA1","2022-02-27",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"9130547b-3a6b-4929-a740-83de41fa99a4"
"Berhampur","BP-BAM-2022-06-12-004642","BPA1","2022-06-12",NULL,"INITIATED",NULL,NULL,"9bdecfd0-4f81-4327-91dc-8aed9ad02286"
"Bhubaneswar","BP-BMC-2022-03-10-001589","BPA2","2022-03-10","2022-06-10","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"80715b94-326e-494f-8664-4cef679d5e99"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001275","BPA1","2022-03-02","2022-03-03","APPROVED","BP/BDA/000100","2022-04-11","658fc06a-a16c-4d56-b8a8-193a40fbaee1"
"Sambalpur","BP-SMB-2022-02-11-000799","BPA1","2022-02-11","2022-05-03","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"74f05717-56d7-40d3-a07a-292b257cc0e4"
"Bhubaneswar","BP-BMC-2022-04-22-002761","BPA2","2022-04-22","2022-06-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"2181eefd-50ea-4ceb-be18-c5ef245502e2"
"Berhampur","BP-BAM-2022-03-05-001409","BPA1","2022-03-05","2022-03-05","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-12-000829","BPA1","2022-02-12",NULL,"INITIATED",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Rourkela","BP-RRK-2022-01-08-000292","BPA1","2022-01-08","2022-02-01","APPROVED","BP/RRK/000039","2022-02-09","5710255c-6933-4713-b32b-766d51ef3bb5"
"Rourkela","BP-RRK-2021-12-21-000203","BPA1","2021-12-21","2021-12-21","APPROVED","BP/RRK/000040","2022-02-09","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Rourkela","BP-RRK-2022-02-02-000640","BPA1","2022-02-02","2022-02-02","APPROVED","BP/RRK/000041","2022-02-10","0d2957d0-4736-4b49-8640-1605e5d0a041"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-12-000830","BPA1","2022-02-12",NULL,"INITIATED",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswar","BP-BMC-2022-04-30-003082","BPA1","2022-04-30","2022-05-01","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Bhubaneswar","BP-BMC-2022-05-10-003458","BPA1","2022-05-10","2022-07-27","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-02-09-000770","BPA1","2022-02-09","2022-02-09","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"d56696e8-d67a-4eb9-997a-317a95323a7f"
"Bhubaneswar","BP-BMC-2022-03-04-001363","BPA1","2022-03-04",NULL,"PENDING_APPL_FEE",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-04-12-002482","BPA2","2022-04-12",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-03-08-001491","BPA3","2022-03-08",NULL,"INITIATED",NULL,NULL,"c10d2c1f-1184-4542-8f67-fc514a890047"
"Bhubaneswar","BP-BMC-2022-03-31-002077","BPA1","2022-03-31","2022-04-05","FIELDINSPECTION_INPROGRESS",NULL,NULL,"63fa1d0b-f0c0-4165-8548-80184fcc13c2"
"Bhubaneswar","BP-BMC-2022-03-02-001277","BPA1","2022-03-02",NULL,"INITIATED",NULL,NULL,"03891331-7fa2-447c-9532-0166ef7c2681"
"Rourkela","BP-RRK-2022-04-25-002838","BPA4","2022-04-25",NULL,"INITIATED",NULL,NULL,"f77bbbcf-f998-472d-965e-176eb7e475d4"
"Berhampur","BP-BAM-2022-01-14-000352","BPA1","2022-01-14","2022-01-14","APPROVED","BP/BAM/000054","2022-03-02","ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-03-05-001403","BPA1","2022-03-05",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-04-01-002111","BPA1","2022-04-01","2022-04-02","FIELDINSPECTION_INPROGRESS",NULL,NULL,"ec434cdf-5183-4ef9-9a0c-13db7d591f27"
"Bhubaneswar","BP-BMC-2022-03-07-001471","BPA1","2022-03-07","2022-03-14","FIELDINSPECTION_INPROGRESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswar","BP-BMC-2022-02-08-000753","BPA1","2022-02-08",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Berhampur","BP-BAM-2022-02-27-001215","BPA1","2022-02-27",NULL,"INITIATED",NULL,NULL,"9c00d59a-d3ef-4671-9885-24d549d99639"
"Sambalpur","BP-SMB-2022-01-18-000411","BPA1","2022-01-18","2022-01-18","APPROVED","BP/SMB/000042","2022-02-12","a281cf0f-59d7-4b48-8cb6-c738d6fc86a3"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-13-003567","BPA1","2022-05-13",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Berhampur","BP-BAM-2022-05-15-003618","BPA1","2022-05-15","2022-05-16","CITIZEN_ACTION_PENDING_AT_APPROVAL",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-10-000781","BPA1","2022-02-10",NULL,"INITIATED",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Khordha","BP-KHU-2022-04-25-002854","BPA2","2022-04-25","2022-04-26","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"d29f71e6-4b6c-49e2-8451-561fa43bf4fe"
"Cuttack","BP-CTC-2022-06-01-003961","BPA1","2022-06-01","2022-06-02","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Berhampurdevelopmentauthority","BP-BED-2022-01-22-000508","BPA1","2022-01-22","2022-01-22","REJECTED",NULL,NULL,"2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Bhubaneswar","BP-BMC-2022-03-26-001960","BPA1","2022-03-26",NULL,"INITIATED",NULL,NULL,"4b881059-ebc5-4990-a7d8-0c72b46d638e"
"Sambalpur","BP-SMB-2022-04-11-002411","BPA1","2022-04-11",NULL,"INITIATED",NULL,NULL,"b9c359e4-5660-403b-933f-60d2da002ad3"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-12-000837","BPA1","2022-02-12",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-02-001304","BPA1","2022-03-02","2022-03-03","APPROVED","BP/BDA/000119","2022-04-23","62df8f7e-4d34-4471-b7f6-bafa77f0ecc6"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-12-003548","BPA1","2022-05-12","2022-05-13","APPROVAL_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Bhubaneswar","BP-BMC-2022-02-12-000832","BPA2","2022-02-12","2022-02-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"d56696e8-d67a-4eb9-997a-317a95323a7f"
"Berhampur","BP-BAM-2022-03-05-001404","BPA1","2022-03-05",NULL,"INITIATED",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Berhampur","BP-BAM-2022-03-05-001417","BPA1","2022-03-05",NULL,"INITIATED",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001961","BPA2","2022-03-26",NULL,"INITIATED",NULL,NULL,"34e92490-faea-48b0-9460-5748e94c54de"
"Cuttack","BP-CTC-2022-07-20-006363","BPA2","2022-07-20","2022-07-21","DOC_VERIFICATION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-04-08-002373","BPA2","2022-04-08",NULL,"INITIATED",NULL,NULL,"82e80b79-dba4-48dd-8282-59a989037a37"
"Rourkela","BP-RRK-2022-03-08-001490","BPA1","2022-03-08",NULL,"INITIATED",NULL,NULL,"c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Bhubaneswar","BP-BMC-2022-03-05-001405","BPA1","2022-03-05","2022-03-07","FIELDINSPECTION_INPROGRESS",NULL,NULL,"026558e5-8eff-4d97-afb6-2107da8dcc5c"
"Cuttack","BP-CTC-2022-03-02-001267","BPA1","2022-03-02","2022-03-02","APPROVED","BP/CTC/000066","2022-03-15","7df76f4c-09f6-454c-8296-62d2d650e763"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-07-11-006007","BPA1","2022-07-11","2022-07-16","APPROVAL_INPROGRESS",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-29-002007","BPA1","2022-03-29","2022-04-02","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Cuttack","BP-CTC-2022-03-10-001563","BPA2","2022-03-10","2022-03-16","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"152b9cd4-cf1a-41d6-83f8-097ffccab84e"
"Bhubaneswar","BP-BMC-2022-04-12-002489","BPA2","2022-04-12",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-07-20-006362","BPA1","2022-07-20","2022-07-25","FIELDINSPECTION_INPROGRESS",NULL,NULL,"01fb12ac-cac4-4ef5-b908-d5df020d0097"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-05-11-003488","BPA1","2022-05-11","2022-07-19","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a7618a56-897b-4ad2-bf40-f05fef5fa685"
"Cuttack","BP-CTC-2022-06-01-003975","BPA1","2022-06-01","2022-06-02","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"c1004bbb-8c3f-459b-8e6d-776f21e0a361"
"Rourkela","BP-RRK-2022-02-28-001224","BPA2","2022-02-28",NULL,"INITIATED",NULL,NULL,"2147889d-7bfe-4171-8cbb-b6b88cdef706"
"Berhampur","BP-BAM-2022-05-15-003621","BPA1","2022-05-15","2022-05-16","APPROVED","BP/BAM/000241","2022-06-10","f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Berhampur","BP-BAM-2022-02-12-000827","BPA1","2022-02-12","2022-02-12","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"ae7f16b9-0b5f-47be-a684-d9c2ce512103"
"Bhubaneswar","BP-BMC-2022-02-01-000626","BPA2","2022-02-01","2022-02-01","APP_L1_VERIFICATION_INPROGRESS",NULL,NULL,"c5bb7d91-661a-4f68-b7fd-576f92752182"
"Bhubaneswar","BP-BMC-2022-03-02-001299","BPA1","2022-03-02","2022-03-03","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001962","BPA3","2022-03-26",NULL,"INITIATED",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Berhampurdevelopmentauthority","BP-BED-2022-05-05-003259","BPA1","2022-05-05","2022-05-05","APPROVED","BP/BED/000182","2022-05-12","2e4f4d4d-a4f7-46f9-bf66-68c7bcdea550"
"Bhubaneswar","BP-BMC-2022-04-08-002374","BPA2","2022-04-08",NULL,"INITIATED",NULL,NULL,"82e80b79-dba4-48dd-8282-59a989037a37"
"Bhubaneswar","BP-BMC-2022-02-25-001155","BPA1","2022-02-25","2022-03-01","APPROVED","BP/BMC/000281","2022-06-27","2ca869e5-5b31-4387-ad66-f90c9f197fcd"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001959","BPA2","2022-03-26","2022-03-26","PENDING_SANC_FEE_PAYMENT",NULL,"2022-06-29","fd2b77a6-7d90-4dbe-8aef-6ce47bceadd9"
"Vyasanagar","BP-VSN-2022-04-26-002895","BPA1","2022-04-26","2022-04-27","FIELDINSPECTION_INPROGRESS",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Berhampur","BP-BAM-2022-03-06-001419","BPA1","2022-03-06",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"f236e7f3-dcb1-41f2-9e3e-656e34abac36"
"Bhubaneswar","BP-BMC-2022-03-29-002016","BPA2","2022-03-29","2022-03-29","FIELDINSPECTION_INPROGRESS",NULL,NULL,"3bb72028-ecec-4a2d-91ea-ea47654098d8"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-06-18-004858","BPA2","2022-06-18",NULL,"INITIATED",NULL,NULL,"de3477e2-6c7d-49a3-b10c-80ee9660d27a"
"Bhubaneswar","BP-BMC-2022-02-28-001226","BPA1","2022-02-28",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Rourkela","BP-RRK-2022-02-02-000647","BPA1","2022-02-02","2022-02-02","APPROVED","BP/RRK/000046","2022-02-16","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Berhampur","BP-BAM-2022-03-03-001320","BPA2","2022-03-03",NULL,"INITIATED",NULL,NULL,"fb90b607-8109-42ff-badb-47b1641842b2"
"Bhubaneswar","BP-BMC-2022-03-02-001288","BPA1","2022-03-02",NULL,"INITIATED",NULL,NULL,"0ab33c0f-8b61-47c1-8ac0-72087784baef"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001963","BPA3","2022-03-26",NULL,"INITIATED",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Bhubaneswar","BP-BMC-2022-03-30-002030","BPA1","2022-03-30","2022-04-11","PENDING_SANC_FEE_PAYMENT",NULL,NULL,"2bdd74b6-10f1-4b50-a1aa-7ca5c80afb74"
"Rourkela","BP-RRK-2022-01-31-000610","BPA1","2022-01-31","2022-02-04","APPROVED","BP/RRK/000047","2022-02-17","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Rourkela","BP-RRK-2022-02-12-000825","BPA1","2022-02-12","2022-02-12","APPROVED","BP/RRK/000048","2022-02-17","c03bf043-7a29-4b74-b4de-6d3a2047ada6"
"Berhampur","BP-BAM-2022-04-04-002174","BPA1","2022-04-04",NULL,"INITIATED",NULL,NULL,"f1a434a0-8a91-4e6f-95f1-699260b1a554"
"Bhubaneswar","BP-BMC-2022-03-10-001575","BPA1","2022-03-10","2022-03-14","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Bhubaneswar","BP-BMC-2022-03-31-002058","BPA2","2022-03-31","2022-03-31","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Bhubaneswar","BP-BMC-2022-03-06-001421","BPA2","2022-03-06","2022-03-06","FIELDINSPECTION_INPROGRESS",NULL,NULL,"04a77734-e1da-4d41-bd62-ccf63f844cd0"
"Bhubaneswar","BP-BMC-2022-06-23-005025","BPA1","2022-06-23",NULL,"INITIATED",NULL,NULL,"3f514a75-e9fa-4fe5-92b8-2cd2ba3f06a6"
"Bhubaneswar","BP-BMC-2022-04-04-002164","BPA2","2022-04-04","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL,"15ea2ba6-6444-4b91-bc11-63a2e5c41d58"
"Bhubaneswar","BP-BMC-2022-07-11-006008","BPA1","2022-07-11","2022-07-16","FIELDINSPECTION_INPROGRESS",NULL,NULL,"5438c653-0daf-4a92-b272-d4991734a9c7"
"Cuttack","BP-CTC-2021-12-31-000235","BPA1","2021-12-31","2022-01-28","APPROVED","BP/CTC/000063","2022-03-09","7df76f4c-09f6-454c-8296-62d2d650e763"
"Cuttack","BP-CTC-2022-04-12-002452","BPA1","2022-04-12","2022-04-12","APPROVED","BP/CTC/000136","2022-04-18","8b1baf75-38e1-4bbb-88c3-d9cc21204235"
"Bhubaneswar","BP-BMC-2022-03-16-001753","BPA1","2022-03-16",NULL,"INITIATED",NULL,NULL,"119d1eaa-db3c-48fd-8fa5-af73bf07d0ac"
"Bhubaneswar","BP-BMC-2022-01-31-000605","BPA2","2022-01-31","2022-02-02","APPROVED","BP/BMC/000141","2022-04-29","ad015a6e-a092-4532-bf06-7900bfd67cbb"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-02-14-000854","BPA1","2022-02-14",NULL,"CITIZEN_APPROVAL_INPROCESS",NULL,NULL,"db2c708e-b12b-49c0-9b88-71f5dfe5f00c"
"Bhubaneswardevelopmentauthority","BP-BDA-2022-03-26-001964","BPA3","2022-03-26",NULL,"INITIATED",NULL,NULL,"a3592dd9-525e-46f2-9cf8-4b7dd3a9e187"
"Berhampur","BP-BAM-2022-05-12-003553","BPA1","2022-05-12",NULL,"INITIATED",NULL,NULL,"4f37ce98-e6a6-40cf-b0b0-85dbc7e36b7a"
"Bhubaneswar","BP-BMC-2022-04-11-002417","BPA1","2022-04-11","2022-04-11","FIELDINSPECTION_INPROGRESS",NULL,NULL,"a5568cc5-e1af-4448-877d-4e9d8352e187"
"Berhampur","BP-BAM-2022-03-13-001644","BPA1","2022-03-13","2022-03-13","APPROVED","BP/BAM/000224","2022-06-06","c04c57d6-db6b-4304-bf19-789cfc1a3924"
"Rourkela","BP-RRK-2022-04-04-002176","BPA2","2022-04-04",NULL,"INITIATED",NULL,NULL,"3718b5c8-795e-40c5-ac1e-1fc9acdd277f"
"Cuttack","BP-CTC-2022-03-03-001331","BPA1","2022-03-03","2022-03-10","CITIZEN_ACTION_PENDING_AT_DOC_VERIF",NULL,NULL,"152b9cd4-cf1a-41d6-83f8-097ffccab84e"
